"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:46:26.2088685 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US"
"8:46:26.2088892 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"8:46:26.2089085 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU","SUCCESS",""
"8:46:26.2089923 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\CMF\Config","REPARSE","Desired Access: Read"
"8:46:26.2090195 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\CMF\Config","SUCCESS","Desired Access: Read"
"8:46:26.2090388 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\CMF\Config\SYSTEM","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:46:26.2090531 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\System\CurrentControlSet\Control\CMF\Config","SUCCESS",""
"8:46:26.2091313 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\Desktop\boomboom\en-US\ExploitBuilder.bat.exe.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"8:46:26.2092109 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\Desktop\boomboom\en\ExploitBuilder.bat.exe.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"8:46:26.2094715 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\Desktop\boomboom\ExploitBuilder.bat.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.2094983 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Users\vagrant\Desktop\boomboom\ExploitBuilder.bat.exe","SUCCESS","CreationTime: 9/2/2022 8:46:26 AM, LastAccessTime: 9/2/2022 8:46:26 AM, LastWriteTime: 9/15/2016 4:31:49 PM, ChangeTime: 3/25/2017 11:02:55 PM, FileAttributes: A"
"8:46:26.2095138 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\Desktop\boomboom\ExploitBuilder.bat.exe","SUCCESS",""
"8:46:26.2098521 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:46:26.2098845 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2099053 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"8:46:26.2099370 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:46:26.2099646 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"8:46:26.2099925 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:46:26.2100107 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ExploitBuilder.bat.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"8:46:26.2104683 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","REPARSE","Desired Access: Query Value"
"8:46:26.2104932 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS","Desired Access: Query Value"
"8:46:26.2105113 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\Enabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:46:26.2105242 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"8:46:26.2105351 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"8:46:26.2105464 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","NAME NOT FOUND","Length: 20"
"8:46:26.2105559 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\MDMEnabled","NAME NOT FOUND","Length: 20"
"8:46:26.2105680 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS",""
"8:46:26.2105778 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"8:46:26.2105880 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","REPARSE","Desired Access: Query Value"
"8:46:26.2106008 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","NAME NOT FOUND","Desired Access: Query Value"
"8:46:26.2108024 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2108191 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"8:46:26.2108376 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 144"
"8:46:26.2108576 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"8:46:26.2108734 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2108897 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"8:46:26.2109082 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 144"
"8:46:26.2109237 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"8:46:26.2109376 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2109546 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"8:46:26.2109735 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 144"
"8:46:26.2109856 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"8:46:26.2110460 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2110569 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\OLE\Tracing","NAME NOT FOUND","Desired Access: Read"
"8:46:26.2111291 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 524"
"8:46:26.2113548 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2113741 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\OLE\Tracing","NAME NOT FOUND","Desired Access: Read"
"8:46:26.2114323 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 524"
"8:46:26.2117366 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\System32\oleaut32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.2117796 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Windows\System32\oleaut32.dll","SUCCESS","CreationTime: 3/25/2017 10:43:42 PM, LastAccessTime: 3/25/2017 10:43:42 PM, LastWriteTime: 11/2/2016 11:13:43 AM, ChangeTime: 3/25/2017 11:02:23 PM, FileAttributes: A"
"8:46:26.2117936 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\System32\oleaut32.dll","SUCCESS",""
"8:46:26.2128251 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\System32\ole32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.2128844 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Windows\System32\ole32.dll","SUCCESS","CreationTime: 3/25/2017 10:42:40 PM, LastAccessTime: 3/25/2017 10:42:40 PM, LastWriteTime: 12/9/2016 10:14:50 AM, ChangeTime: 3/25/2017 11:02:50 PM, FileAttributes: A"
"8:46:26.2129086 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\System32\ole32.dll","SUCCESS",""
"8:46:26.2130351 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2130532 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLEAUT","NAME NOT FOUND","Desired Access: Query Value"
"8:46:26.2132212 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"8:46:26.2132949 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"8:46:26.2133251 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"8:46:26.2133515 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"8:46:26.2139722 AM","ExploitBuilder.bat.exe","3688","QueryNameInformationFile","C:\Users\vagrant\Desktop\boomboom\ExploitBuilder.bat.exe","SUCCESS","Name: \Users\vagrant\Desktop\boomboom\ExploitBuilder.bat.exe"
"8:46:26.2142339 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000602xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"8:46:26.2153965 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.2154720 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"8:46:26.2154867 AM","ExploitBuilder.bat.exe","3688","QueryStandardInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","AllocationSize: 3,371,008, EndOfFile: 3,368,788, NumberOfLinks: 2, DeletePending: False, Directory: False"
"8:46:26.2155109 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","SyncType: SyncTypeOther"
"8:46:26.2155554 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS",""
"8:46:26.2156442 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","REPARSE","Desired Access: Read"
"8:46:26.2156710 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS","Desired Access: Read"
"8:46:26.2157144 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2157333 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell","SUCCESS","Desired Access: Read"
"8:46:26.2157624 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\PowerShell","SUCCESS","Index: 0, Name: 1"
"8:46:26.2157911 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\PowerShell","SUCCESS","Index: 1, Name: 3"
"8:46:26.2158039 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\PowerShell","NO MORE ENTRIES","Index: 2, Length: 288"
"8:46:26.2158265 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2158371 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS","Desired Access: Read"
"8:46:26.2158586 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell","SUCCESS",""
"8:46:26.2158734 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\PowerShellVersion","SUCCESS","Type: REG_SZ, Length: 24, Data: 5.1.14393.0"
"8:46:26.2158873 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\PowerShellVersion","SUCCESS","Type: REG_SZ, Length: 24, Data: 5.1.14393.0"
"8:46:26.2159021 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\RuntimeVersion","SUCCESS","Type: REG_SZ, Length: 22, Data: v4.0.30319"
"8:46:26.2159149 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\RuntimeVersion","SUCCESS","Type: REG_SZ, Length: 22, Data: v4.0.30319"
"8:46:26.2159277 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","BUFFER OVERFLOW","Length: 144"
"8:46:26.2159410 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","BUFFER OVERFLOW","Length: 144"
"8:46:26.2159527 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","SUCCESS","Type: REG_SZ, Length: 256, Data: Microsoft.PowerShell.ConsoleHost, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35, ProcessorArchitecture=msil"
"8:46:26.2159712 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS",""
"8:46:26.2159848 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2160017 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\MiniNT","REPARSE","Desired Access: Read"
"8:46:26.2160191 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\MiniNT","NAME NOT FOUND","Desired Access: Read"
"8:46:26.2160418 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2160520 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell\3","SUCCESS","Desired Access: Read"
"8:46:26.2160723 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell\3","SUCCESS",""
"8:46:26.2160878 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2161018 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS","Desired Access: Read"
"8:46:26.2161214 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\PowerShellVersion","SUCCESS","Type: REG_SZ, Length: 24, Data: 5.1.14393.0"
"8:46:26.2161373 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\PowerShellVersion","SUCCESS","Type: REG_SZ, Length: 24, Data: 5.1.14393.0"
"8:46:26.2161482 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\RuntimeVersion","SUCCESS","Type: REG_SZ, Length: 22, Data: v4.0.30319"
"8:46:26.2161569 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\RuntimeVersion","SUCCESS","Type: REG_SZ, Length: 22, Data: v4.0.30319"
"8:46:26.2161652 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","BUFFER OVERFLOW","Length: 144"
"8:46:26.2161735 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","BUFFER OVERFLOW","Length: 144"
"8:46:26.2161811 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\ConsoleHostAssemblyName","SUCCESS","Type: REG_SZ, Length: 256, Data: Microsoft.PowerShell.ConsoleHost, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35, ProcessorArchitecture=msil"
"8:46:26.2161917 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS",""
"8:46:26.2162060 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2162192 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell\3","SUCCESS","Desired Access: Read"
"8:46:26.2162374 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell\3","SUCCESS",""
"8:46:26.2162528 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2162660 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS","Desired Access: Read"
"8:46:26.2162827 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine\NetFrameworkV4IsInstalled","NAME NOT FOUND","Length: 144"
"8:46:26.2162974 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\PowerShell\3\PowerShellEngine","SUCCESS",""
"8:46:26.2163589 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2163752 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\.NETFramework\Policy\","SUCCESS","Desired Access: Read"
"8:46:26.2164133 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Query: Cached, SubKeys: 5, Values: 0"
"8:46:26.2164337 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Index: 4, Name: v4.0"
"8:46:26.2164530 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Index: 3, Name: Upgrades"
"8:46:26.2164650 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Index: 2, Name: Standards"
"8:46:26.2164737 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Index: 1, Name: Servicing"
"8:46:26.2164820 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Index: 0, Name: AppPatch"
"8:46:26.2164918 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2165020 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy\v4.0","SUCCESS","Desired Access: Read"
"8:46:26.2165198 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy\v4.0","SUCCESS","Query: Cached, SubKeys: 0, Values: 1"
"8:46:26.2165428 AM","ExploitBuilder.bat.exe","3688","RegEnumValue","HKLM\SOFTWARE\Microsoft\.NETFramework\policy\v4.0","SUCCESS","Index: 0, Name: 30319, Type: REG_SZ, Length: 24, Data: 30319-30319"
"8:46:26.2165726 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\.NETFramework\policy\v4.0","SUCCESS",""
"8:46:26.2170794 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\System32\mscoree.dll.local","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:46:26.2171439 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.2171704 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\.NETFramework","SUCCESS","Desired Access: Read"
"8:46:26.2172130 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\.NETFramework\InstallRoot","SUCCESS","Type: REG_SZ, Length: 76, Data: C:\Windows\Microsoft.NET\Framework64\"
"8:46:26.2172342 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\.NETFramework\InstallRoot","SUCCESS","Type: REG_SZ, Length: 76, Data: C:\Windows\Microsoft.NET\Framework64\"
